,first,last,nickname,height_inches,weight_lbs,reach_inches,stance,win,loss,draw,belt
335,Steve,Bruno,Hollywood,70.0,170,--,Orthodox,14.0,5.0,0.0,
336,Fernando,Bruno,Acougueiro,66.0,145,70.0,,16.0,4.0,0.0,
337,Derek,Brunson,,73.0,185,77.0,Southpaw,18.0,7.0,0.0,
338,Josh,Bryant,The Beast,70.0,185,--,Orthodox,12.0,1.0,0.0,
339,Dennis,Bryant,The Beard,72.0,205,72.0,Orthodox,5.0,1.0,0.0,
340,Justin,Buchholz,,72.0,155,73.0,Orthodox,12.0,6.0,0.0,
341,Zak,Bucia,,70.0,170,--,,7.0,4.0,0.0,
342,Courtney,Buck,,70.0,135,--,Orthodox,10.0,5.0,0.0,
343,Julia,Budd,,67.0,145,67.0,,3.0,1.0,0.0,
344,Mike,Budnik,,69.0,145,68.0,Orthodox,11.0,4.0,0.0,
345,Francisco,Bueno,,69.0,225,--,Orthodox,5.0,2.0,0.0,
346,Mayra,Bueno Silva,Sheetara,66.0,135,--,Orthodox,6.0,0.0,0.0,
347,Paul,Buentello,The Headhunter,74.0,245,77.0,Orthodox,29.0,14.0,0.0,
348,Lee Kwan,Bum,,74.0,286,--,Orthodox,0.0,1.0,0.0,
349,Josh,Bumgarner,,73.0,170,--,,6.0,3.0,0.0,
350,Shawn,Bunch,Bunch the Great,65.0,135,--,,7.0,3.0,0.0,
351,Wuliji,Buren,Beast Master,69.0,135,69.0,Orthodox,10.0,6.0,0.0,
352,Shane,Burgos,Hurricane,71.0,145,75.0,Orthodox,11.0,1.0,0.0,
353,Joshua,Burkman,The People's Warrior,70.0,170,72.0,Orthodox,29.0,17.0,0.0,
354,Mads,Burnell,,68.0,145,69.0,Orthodox,9.0,3.0,0.0,
355,Mikey,Burnett,The Eastside Assassin,66.0,170,--,Orthodox,5.0,2.0,0.0,
356,Kevin,Burns,The Fire,70.0,170,74.0,Orthodox,9.0,5.0,0.0,
357,Gilbert,Burns,Durinho,70.0,155,71.0,Orthodox,14.0,3.0,0.0,
358,Josh,Burns,The Hammer,73.0,244,--,,8.0,10.0,0.0,
359,Derrick,Burnsed,,,155,--,,8.0,2.0,3.0,
360,Nah-Shon,Burrell,The Rock n Rolla,71.0,170,73.0,Orthodox,9.0,3.0,0.0,
361,Martin,Buschkamp,Barracuda,69.0,145,70.0,Orthodox,9.0,0.0,0.0,
362,George,Bush,,73.0,205,--,,5.0,2.0,0.0,
363,Bubba,Bush,The Fightin' Texas Aggie,72.0,185,73.0,Orthodox,8.0,3.0,0.0,
364,Murilo,Bustamante,,74.0,183,--,Orthodox,14.0,8.0,1.0,
365,Nick,Bustamante,,69.0,170,--,,5.0,3.0,0.0,
366,Eduardo,Bustillos,,68.0,135,--,,5.0,3.0,0.0,
367,Jason,Butcher,,75.0,185,--,,10.0,2.0,0.0,
368,Todd,Butler,,73.0,200,--,Southpaw,1.0,4.0,0.0,
369,Goldman,Butler,,,--,--,,1.0,4.0,0.0,
370,Ian,Butler,,68.0,155,--,,3.0,3.0,0.0,
371,Raphael,Butler,The Silencer,75.0,261,--,,9.0,2.0,1.0,
372,JP,Buys,,66.0,125,66.0,Orthodox,4.0,1.0,0.0,
373,Charles,Byrd,Kid Dynamite,70.0,185,73.0,Orthodox,10.0,5.0,0.0,
374,Steve,Byrnes,The Sergeant,72.0,170,--,Orthodox,6.0,1.0,0.0,
375,Michael,Byrnes,,71.0,155,--,,5.0,2.0,0.0,
377,Yan,Cabral,,71.0,155,73.0,Orthodox,12.0,3.0,0.0,
378,Alvin,Cacdac,,66.0,125,--,Orthodox,16.0,11.0,0.0,
379,Alex,Caceres,Bruce Leeroy,70.0,145,73.0,Southpaw,14.0,11.0,0.0,
380,Priscila,Cachoeira,Pedrita,67.0,125,65.0,Orthodox,8.0,1.0,0.0,
381,Travis,Calanoc,The Dark Knight,68.0,145,--,Orthodox,5.0,1.0,0.0,
382,Joanne,Calderwood,JoJo,66.0,125,65.0,Orthodox,12.0,3.0,0.0,
383,Darrion,Caldwell,The Wolf,70.0,135,--,,10.0,1.0,0.0,
384,Cynthia,Calvillo,,64.0,115,64.0,Orthodox,7.0,1.0,0.0,
385,Joe,Camacho,,69.0,155,--,Orthodox,13.0,16.0,3.0,
386,Frank,Camacho,The Crank,70.0,170,73.0,Orthodox,21.0,7.0,0.0,
387,Fabricio,Camoes,Morango,70.0,155,73.0,Orthodox,14.0,9.0,1.0,
388,Chris,Camozzi,,74.0,185,76.0,Orthodox,24.0,13.0,0.0,
389,Brian,Camozzi,Mantis,74.0,170,78.0,Orthodox,7.0,5.0,0.0,
390,Mike,Campbell,The Beast,69.0,155,--,Southpaw,9.0,4.0,0.0,
391,Thomas,Campbell,,,--,--,,2.0,1.0,0.0,
392,Shane,Campbell,Shaolin,72.0,155,71.0,Orthodox,12.0,6.0,0.0,
393,John,Campetella,,69.0,235,--,Orthodox,0.0,1.0,0.0,
394,Wagner,Campos,Galeto,66.0,145,--,Southpaw,11.0,4.0,0.0,
395,Derek,Campos,The Stallion,69.0,155,--,,19.0,6.0,0.0,
396,Will,Campuzano,,69.0,125,70.0,Orthodox,13.0,6.0,0.0,
397,Chico,Camus,The King,66.0,125,66.0,Orthodox,14.0,7.0,0.0,
398,Asbel,Cancio,,70.0,225,--,,0.0,1.0,0.0,
399,Carlos,Candelario,The Cannon,68.0,125,67.0,Southpaw,6.0,0.0,0.0,
400,Ronaldo,Candido,Pacman,66.0,125,--,Southpaw,6.0,0.0,0.0,
401,Luiz,Cane,Banha,74.0,185,77.0,Southpaw,12.0,5.0,0.0,
402,Guido,Cannetti,Ninja,66.0,135,68.0,Southpaw,8.0,5.0,0.0,
403,Jared,Cannonier,The Killa Gorilla,71.0,185,77.0,Switch,11.0,4.0,0.0,
404,Jose,Canseco,,76.0,240,--,Orthodox,0.0,1.0,0.0,
405,Cody,Canterbury,,68.0,155,--,,1.0,10.0,0.0,
406,Bo,Cantrell,Redrum,74.0,235,--,Orthodox,10.0,10.0,0.0,
407,Steve,Cantwell,The Robot,74.0,185,75.0,Orthodox,7.0,6.0,0.0,
408,Frank,Caracci,,,--,--,,2.0,3.0,0.0,
409,Gina,Carano,Conviction,68.0,145,--,Orthodox,7.0,1.0,0.0,
410,Dos,Caras Jr.,,76.0,225,--,Orthodox,9.0,5.0,0.0,
411,Bryan,Caraway,Kid Lightning,68.0,135,68.0,Orthodox,21.0,10.0,0.0,
412,Remo,Cardarelli,,,135,--,,7.0,5.0,0.0,
413,Phil,Cardella,,71.0,155,--,,8.0,5.0,0.0,
414,Edgar,Cardenas,Kitty Katt,,145,--,,3.0,1.0,0.0,
415,Chris,Cariaso,Kamikaze,63.0,125,63.0,Southpaw,17.0,8.0,0.0,
416,Ronald,Carillo,,,125,--,,2.0,1.0,0.0,
417,Rafael,Carino,,80.0,245,--,Orthodox,2.0,1.0,1.0,
418,Don,Carlo-Clauss,,,170,--,,7.0,5.0,0.0,
419,Antonio,Carlos Junior,Cara de Sapato,74.0,185,79.0,Orthodox,11.0,2.0,0.0,
420,Francis,Carmont,Limitless,75.0,205,78.0,Orthodox,23.0,10.0,0.0,
421,Liz,Carmouche,Girlrilla,66.0,125,66.0,Orthodox,11.0,6.0,0.0,
422,Roan,Carneiro,Jucao,71.0,170,74.0,Orthodox,21.0,11.0,0.0,
423,Renato,Moicano,Moicano,71.0,145,72.0,Orthodox,13.0,1.0,1.0,
424,Luana,Carolina,Dread,67.0,135,69.0,Orthodox,4.0,1.0,0.0,
425,Tim,Caron,The Bear,73.0,185,--,Orthodox,9.0,1.0,0.0,
426,Gabriel,Carrasco,,66.0,135,--,,7.0,0.0,0.0,
427,Cody,Carrillo,,70.0,155,--,,11.0,16.0,0.0,
428,Cain,Carrizosa,The Insane,68.0,155,74.0,Orthodox,6.0,2.0,0.0,
429,Roger,Carroll,The Leprechaun,70.0,170,--,,16.0,14.0,0.0,
430,Jonny,Carson,,70.0,155,--,,9.0,5.0,0.0,
431,Scott,Carson,,74.0,215,--,,4.0,2.0,0.0,
432,Shonie,Carter,Mr. International,70.0,170,--,Southpaw,50.0,27.0,7.0,
433,Bruno,Carvalho,,68.0,154,--,,6.0,2.0,0.0,
434,Antonio,Carvalho,Pato,69.0,145,68.0,Orthodox,15.0,6.0,0.0,
435,Rafael,Carvalho,,75.0,185,--,,14.0,1.0,0.0,
436,Shane,Carwin,The Engineer,74.0,265,80.0,Orthodox,12.0,2.0,0.0,
437,Johnny,Case,Hollywood,70.0,155,72.0,Orthodox,22.0,6.0,0.0,
438,Kevin,Casey,King,71.0,185,77.0,Southpaw,9.0,5.0,1.0,
439,Cortney,Casey,Cast Iron,67.0,115,67.0,Orthodox,8.0,6.0,0.0,
440,Brandon,Cash,Money,77.0,255,--,Orthodox,5.0,3.0,0.0,
441,Bendy,Casimir,,65.0,145,--,Southpaw,19.0,11.0,2.0,
442,Dwayne,Cason,,70.0,212,--,Orthodox,1.0,1.0,0.0,
443,Joe,Cason,,75.0,205,--,,8.0,1.0,0.0,
444,John,Castaneda,Sexy Mexi,67.0,135,70.0,Switch,13.0,2.0,0.0,
445,Eric,Castile,,68.0,145,--,,3.0,2.0,0.0,
446,Gil,Castillo,,69.0,170,--,Southpaw,8.0,5.0,0.0,
447,Danny,Castillo,Last Call,69.0,155,71.0,Orthodox,17.0,10.0,0.0,
448,Raul,Castillo,,71.0,185,--,Orthodox,6.0,1.0,0.0,
449,Jenna,Castillo,,62.0,125,--,,1.0,0.0,0.0,
450,Tim,Catalfo,Obake,71.0,235,--,Orthodox,4.0,2.0,0.0,
451,Nick,Catone,The Jersey Devil,72.0,185,72.0,Southpaw,10.0,4.0,0.0,
452,Luke,Caudillo,Lil' Hulk,67.0,155,--,Orthodox,17.0,16.0,0.0,
453,Gesias,Cavalcante,JZ,68.0,155,71.0,Orthodox,16.0,5.0,1.0,
454,Rafael,Feijao,Feijao,73.0,205,73.0,Orthodox,12.0,7.0,0.0,
455,Magnus,Cedenblad,Jycken,77.0,185,79.0,Orthodox,14.0,5.0,0.0,
456,Yosdenis,Cedeno,Pink Panther,68.0,155,69.0,Orthodox,10.0,5.0,1.0,
457,Henry,Cejudo,The Messenger,64.0,125,64.0,Orthodox,13.0,2.0,0.0,
458,Adam,Cella,El Naturel,74.0,170,78.0,,4.0,2.0,0.0,
459,Donald,Cerrone,Cowboy,73.0,155,73.0,Orthodox,34.0,11.0,0.0,
460,Jared,Chaffee,,70.0,155,--,,5.0,2.0,0.0,
461,Luan,Chagas,Tarzan,72.0,170,75.0,Orthodox,15.0,3.0,1.0,
462,Ansar,Chalangov,,69.0,170,--,Orthodox,14.0,4.0,0.0,
463,Alex,Chambers,Astro Girl,63.0,115,63.0,,5.0,5.0,0.0,
464,Mike,Chandler,,68.0,155,--,,9.0,4.0,0.0,
465,Donnie,Chappell,,71.0,178,--,Southpaw,0.0,1.0,0.0,
466,Joe,Charles,The Ghetto Man,73.0,260,--,Southpaw,6.0,13.0,0.0,
467,Dan,Charles,The Man,74.0,228,--,,10.0,6.0,1.0,
468,Ernest,Chavez,The Mad Titan,68.0,145,70.0,Orthodox,8.0,2.0,0.0,
469,Emilio,Chavez,,69.0,145,--,,12.0,9.0,0.0,
470,Gabriel,Checco,Zangief,73.0,185,--,Switch,10.0,2.0,0.0,
471,Albert,Cheng,,71.0,170,--,Orthodox,2.0,4.0,0.0,
472,Ion,Cherdivara,,,205,--,,1.0,1.0,0.0,
473,Mark,Cherico,The Pride of Bloomfield,67.0,145,69.0,Orthodox,11.0,1.0,0.0,
474,Macy,Chiasson,,71.0,145,72.0,,4.0,0.0,0.0,
475,Michael,Chiesa,Maverick,73.0,170,75.0,Southpaw,15.0,4.0,0.0,
476,Giga,Chikadze,,72.0,145,72.0,Orthodox,5.0,1.0,0.0,
477,Sako,Chivitchian,,71.0,155,--,,5.0,1.0,0.0,
478,Mu Bae,Choi,,74.0,230,--,Orthodox,9.0,4.0,0.0,
479,Hong Man,Choi,Techno Goliath,86.0,330,--,Orthodox,2.0,3.0,0.0,
480,Dooho,Choi,The Korean Superboy,70.0,145,70.0,Orthodox,14.0,3.0,0.0,
481,John,Cholish,,71.0,155,72.0,Orthodox,8.0,3.0,0.0,
482,Ryo,Chonan,Piranah,69.0,170,70.0,Orthodox,20.0,12.0,0.0,
483,Katlyn,Chookagian,Blonde Fighter,69.0,125,68.0,Orthodox,11.0,2.0,0.0,
484,Will,Chope,The Kill,76.0,145,76.0,Switch,19.0,6.0,0.0,
485,Joachim,Christensen,,75.0,205,76.0,Orthodox,14.0,6.0,0.0,
486,Dan,Christison,The Sandman,80.0,265,--,Orthodox,20.0,7.0,0.0,
487,Anthony,Christodoulou,,69.0,155,72.0,Orthodox,12.0,6.0,0.0,
488,Murad,Chunkaiev,,71.0,185,--,Orthodox,8.0,3.0,0.0,
489,Steven,Ciaccio,Stryker,72.0,170,--,,4.0,4.0,0.0,
490,Mike,Ciesnolevicz,,72.0,235,--,Orthodox,19.0,4.0,0.0,
491,Hannah,Cifers,Shockwave,61.0,115,63.0,Orthodox,8.0,3.0,0.0,
492,Branko,Cikatic,,73.0,215,--,Orthodox,0.0,2.0,0.0,
493,Nikolajus,Cilkinas,,,--,--,Orthodox,1.0,6.0,0.0,
494,Misha,Cirkunov,,75.0,205,77.0,Orthodox,14.0,4.0,0.0,
495,Johnny,Cisneros,The Tattooed Terror,71.0,170,--,,9.0,6.0,0.0,
496,Laverne,Clark,,71.0,170,--,Orthodox,27.0,19.0,1.0,
497,Logan,Clark,,74.0,185,--,Orthodox,15.0,5.0,0.0,
498,Mychal,Clark,,75.0,224,--,Orthodox,7.0,12.0,0.0,
499,Dominic,Clark,,70.0,155,--,,3.0,1.0,0.0,
500,Heather Jo,Clark,Hurricane,66.0,115,64.0,,7.0,6.0,0.0,
501,Devin,Clark,Brown Bear,72.0,205,75.0,Orthodox,9.0,3.0,0.0,
502,Jessica-Rose,Clark,Jessy Jess,65.0,125,64.0,Orthodox,9.0,5.0,0.0,
503,John,Clarke,,,170,--,,1.0,1.0,0.0,
504,Mitch,Clarke,Danger Zone,70.0,155,73.0,Orthodox,11.0,5.0,0.0,
505,Rich,Clementi,No Love,69.0,155,72.0,Southpaw,40.0,20.0,1.0,
506,Chris,Clements,The Menace,70.0,170,70.0,Orthodox,12.0,6.0,0.0,
507,RJ,Clifford,,,160,--,,3.0,2.0,0.0,
508,Josh,Clopton,The Gentleman,66.0,145,68.0,Orthodox,6.0,2.0,1.0,
509,Brian,Cobb,,71.0,155,--,Orthodox,19.0,6.0,0.0,
510,Darryl,Cobb,,69.0,185,--,,5.0,4.0,0.0,
511,Dave,Cochran,,66.0,155,--,,25.0,28.0,1.0,
512,Dakota,Cochrane,,68.0,155,--,,29.0,12.0,0.0,
513,Marloes,Coenen,,69.0,145,67.0,,21.0,5.0,0.0,
514,Marc,Cofer,,,185,--,,4.0,4.0,0.0,
515,John,Cofer,The Potter,69.0,155,73.0,Southpaw,7.0,4.0,0.0,
516,Chris,Coggins,,,--,--,,4.0,1.0,0.0,
517,Wayne,Cole,,73.0,205,--,Orthodox,16.0,18.0,0.0,
518,Devin,Cole,,76.0,240,--,Orthodox,21.0,9.0,1.0,
519,Coltin,Cole,,,185,--,,2.0,3.0,0.0,
520,Ivan,Cole,JP,69.0,135,--,,2.0,3.0,0.0,
521,Mark,Coleman,The Hammer,73.0,205,75.0,Orthodox,16.0,10.0,0.0,
522,Cortez,Coleman,Hollywood,73.0,185,--,,7.0,2.0,0.0,
523,Clay,Collard,Cassius,71.0,145,73.0,Orthodox,14.0,7.0,0.0,
524,Jamie,Colleen,,63.0,115,65.0,Orthodox,4.0,1.0,0.0,
525,Jake,Collier,The Prototype,75.0,205,78.0,Orthodox,11.0,4.0,0.0,
526,Christian,Colombo,Godzilla,77.0,265,80.0,Orthodox,8.0,3.0,1.0,
527,Wes,Combs,The Soldier,74.0,205,--,Orthodox,19.0,5.0,0.0,
528,Carlos,Condit,The Natural Born Killer,74.0,170,75.0,Orthodox,30.0,13.0,0.0,
529,Chris,Condo,,72.0,335,--,Orthodox,0.0,1.0,0.0,
530,Marcos,Conrado Jr.,,74.0,220,--,Orthodox,5.0,1.0,0.0,
531,Jeremiah,Constant,,73.0,240,--,Orthodox,10.0,7.0,0.0,
532,Jonathan,Contrestano,JT,,155,--,,6.0,0.0,0.0,
533,Bob,Cook,Crazy,69.0,170,--,Orthodox,5.0,0.0,0.0,
534,Mike,Cook,,73.0,205,--,Orthodox,11.0,9.0,0.0,
535,Chad,Cook,,74.0,205,--,,9.0,9.0,0.0,
536,TJ,Cook,,,205,--,,12.0,4.0,0.0,
537,Dewey,Cooper,The Black Cobra,,205,--,,2.0,1.0,0.0,
538,Brett,Cooper,,72.0,170,--,Orthodox,15.0,7.0,0.0,
539,Bill,Cooper,,,155,--,,2.0,1.0,0.0,
540,Bobby,Cooper,Super Duper,73.0,155,--,,12.0,7.0,0.0,
541,Amanda,Cooper,ABC,63.0,115,64.0,Switch,4.0,5.0,0.0,
542,Kit,Cope,Havoc,72.0,170,--,Orthodox,4.0,7.0,0.0,
543,Chris,Cope,C-Murder,72.0,170,72.0,Orthodox,5.0,4.0,0.0,
544,Josh,Copeland,Cuddly Bear,73.0,265,75.0,Orthodox,9.0,2.0,0.0,
545,Michael,Cora,Kookie Monster,73.0,170,77.0,Southpaw,4.0,1.0,0.0,
546,Akira,Corassani,,68.0,145,68.0,Orthodox,14.0,7.0,0.0,
547,Muhsin,Corbbrey,,70.0,155,--,Orthodox,9.0,7.0,0.0,
548,Daniel,Cormier,DC,71.0,235,72.0,Orthodox,22.0,1.0,0.0,
549,Clint,Coronel,,,155,--,,2.0,5.0,0.0,
550,Henry,Corrales,,69.0,145,--,,13.0,3.0,0.0,
551,Bethe,Correia,Pitbull,65.0,135,64.0,Orthodox,10.0,3.0,1.0,
552,Wesley,Correira,Cabbage,75.0,260,--,Orthodox,19.0,14.0,0.0,
553,Chad,Corvin,The Brave Warrior,77.0,255,--,,6.0,0.0,0.0,
554,Miguel,Cosio,,76.0,205,--,,1.0,12.0,0.0,
555,Jadson,Costa,,67.0,155,--,Orthodox,10.0,2.0,0.0,
556,Guilherme,Costa,The Prodigy,,155,--,,7.0,1.0,0.0,
557,Patrick,Cote,The Predator,71.0,170,71.0,Orthodox,24.0,11.0,0.0,
558,JC,Cottrell,Superstar,69.0,155,71.0,Orthodox,17.0,5.0,0.0,
559,JR,Coughran,Bam Bam,66.0,145,71.0,Orthodox,6.0,1.0,0.0,
560,Rashad,Coulter,Daywalker,71.0,205,76.0,Orthodox,9.0,4.0,0.0,
561,Dave,Courchaine,,68.0,170,--,,5.0,5.0,0.0,
562,Randy,Couture,The Natural,73.0,205,75.0,Orthodox,19.0,11.0,0.0,
563,Kim,Couture,Sugar Free,68.0,135,--,Orthodox,3.0,6.0,0.0,
564,Ryan,Couture,,70.0,155,75.0,Orthodox,7.0,3.0,0.0,
565,Nikk,Covert,The Brick,68.0,185,--,,3.0,4.0,0.0,
566,Colby,Covington,Chaos,71.0,170,72.0,Orthodox,14.0,1.0,0.0,
567,Jeff,Cox,The Grinder,70.0,155,--,Orthodox,10.0,7.0,0.0,
568,Nathan,Coy,Soulforce,70.0,170,69.0,Southpaw,15.0,7.0,0.0,
569,Andrew,Craig,Highlight,73.0,170,76.0,Orthodox,9.0,4.0,0.0,
570,Paul,Craig,Bearjew,75.0,205,76.0,Orthodox,10.0,3.0,0.0,
571,Dan,Cramer,,74.0,170,--,Orthodox,7.0,3.0,0.0,
572,Alberto,Crane,,65.0,155,--,Orthodox,15.0,5.0,0.0,
573,Tim,Credeur,,75.0,185,75.0,Orthodox,12.0,4.0,0.0,
574,Paul,Creighton,,66.0,155,--,Southpaw,3.0,1.0,0.0,
575,Alexander,Crispim,,,145,--,,7.0,2.0,0.0,
576,Alex,Crispin,,,155,--,,0.0,1.0,0.0,
577,Jeff,Crotty,,,155,--,,1.0,1.0,0.0,
578,Allen,Crowder,Pretty Boy,75.0,245,76.0,Orthodox,9.0,3.0,0.0,
579,Daron,Cruickshank,Detroit Superstar,68.0,155,72.0,Switch,16.0,8.0,0.0,
580,Richard,Crunkilton,Cleat,67.0,155,--,Orthodox,19.0,3.0,0.0,
581,Jimmy,Crute,The Brute,74.0,205,--,Orthodox,8.0,0.0,0.0,
582,Marcio,Cruz,Pe de Pano,76.0,232,--,Orthodox,7.0,3.0,0.0,
583,Dominick,Cruz,The Dominator,68.0,135,68.0,Orthodox,22.0,2.0,0.0,
584,Jay,Cucciniello,Mellow Fellow,67.0,155,--,Orthodox,9.0,1.0,0.0,
585,Chris,Culley,,,145,--,,11.0,8.0,0.0,
586,Abel,Cullum,The Silent Assassin,67.0,139,--,Orthodox,18.0,6.0,0.0,
587,Zak,Cummings,,72.0,185,75.0,Southpaw,22.0,6.0,0.0,
588,Everett,Cummings,,,205,--,,12.0,0.0,0.0,
589,Patrick,Cummins,Durkin,74.0,205,76.0,Orthodox,10.0,6.0,0.0,
590,Luke,Cummo,,72.0,170,74.0,Orthodox,6.0,6.0,0.0,
591,Alton,Cunningham,The Bo-Man,74.0,185,77.0,Orthodox,5.0,1.0,0.0,
592,Larry,Cureton,,74.0,240,--,Orthodox,0.0,2.0,0.0,
593,Jeff,Curran,Big Frog,66.0,135,69.0,Orthodox,35.0,15.0,1.0,
594,Kailin,Curran,,64.0,115,65.0,Orthodox,4.0,6.0,0.0,
595,Pat,Curran,Paddy Mike,69.0,145,--,,22.0,7.0,0.0,
596,Chris,Curtis,Action-Man,70.0,170,--,Orthodox,18.0,5.0,0.0,
597,Ion,Cutelaba,The Hulk,73.0,205,75.0,Southpaw,14.0,3.0,0.0,
598,Gleidson,Cutis,Poney,69.0,155,--,Orthodox,7.0,3.0,0.0,
600,Sarah,D'alelio,The Monster,67.0,145,--,,4.0,2.0,0.0,
601,Marcos,da Matta,Parrumpinha,64.0,145,--,,8.0,2.0,0.0,
602,Jussier,Formiga,Formiga,65.0,125,67.0,Orthodox,22.0,5.0,0.0,
603,Claudio,Silva,Hannibal,71.0,170,71.0,Southpaw,12.0,1.0,0.0,
604,Henrique,da Silva,Frankenstein,75.0,205,76.0,Orthodox,14.0,5.0,0.0,
605,Sheymon,Moraes,,68.0,145,72.0,Orthodox,11.0,2.0,0.0,
606,Nicolas,Dalby,Sharpshooter,71.0,170,74.0,Orthodox,14.0,2.0,1.0,
607,Paul,Daley,Semtex,69.0,170,76.0,Orthodox,31.0,11.0,2.0,
608,Dave,Dalgliesh,,74.0,205,--,Orthodox,30.0,19.0,2.0,
609,Richard,Dalton,,73.0,205,--,Orthodox,4.0,3.0,1.0,
610,Aisling,Daly,Ais the Bash,62.0,115,64.0,,16.0,6.0,0.0,
611,Marko,Damiani,,72.0,170,--,,0.0,2.0,0.0,
612,Rodrigo,Damm,,67.0,155,71.0,Orthodox,12.0,9.0,0.0,
613,Carina,Damm,Beauty But the Beast,64.0,135,--,,17.0,6.0,0.0,
614,Cindy,Dandois,Battle Cat,67.0,135,68.0,Orthodox,8.0,3.0,0.0,
615,Jarjis,Danho,Man Mountain,75.0,265,74.0,Orthodox,6.0,1.0,1.0,
616,Raymond,Daniels,,74.0,185,--,Southpaw,0.0,1.0,0.0,
617,Marques,Daniels,,,155,--,,5.0,5.0,0.0,
618,Alexandre,Dantas,Cafe,74.0,238,--,Orthodox,0.0,2.0,0.0,
619,Eduardo,Dantas,Dudu,70.0,135,--,,20.0,4.0,0.0,
620,Mac,Danzig,,68.0,155,70.0,Orthodox,22.0,12.0,1.0,
621,Karen,Darabedyan,,67.0,155,68.0,Orthodox,9.0,4.0,0.0,
622,Beneil,Dariush,,70.0,155,72.0,Southpaw,15.0,4.0,1.0,
623,Sean,Daugherty,,72.0,175,--,,0.0,2.0,0.0,
624,Brian,Davidson,,66.0,145,--,,8.0,3.0,0.0,
625,Rick,Davis,The Flying Squirrel,69.0,155,--,Orthodox,3.0,1.0,1.0,
626,Marcus,Davis,The Irish Hand Grenade,70.0,170,70.0,Southpaw,20.0,9.0,0.0,
627,LC,Davis,,68.0,135,69.0,Southpaw,17.0,4.0,0.0,
628,Phil,Davis,Mr. Wonderful,74.0,205,79.0,Orthodox,13.0,3.0,0.0,
629,Lemont,Davis,,68.0,170,--,Orthodox,2.0,5.0,0.0,
630,Mike,Davis,,,--,--,,2.0,0.0,0.0,
631,Justin,Davis,Dangerous,71.0,205,--,,14.0,10.0,0.0,
632,Alexis,Davis,,66.0,125,68.0,Orthodox,19.0,8.0,0.0,
633,Danny,Davis,,74.0,170,--,,6.0,5.0,1.0,
634,Brandon,Davis,Killer B,70.0,145,72.0,Orthodox,9.0,5.0,0.0,
635,Mike,Davis,Beast Boy,72.0,145,72.0,Orthodox,5.0,1.0,0.0,
636,Hakeem,Dawodu,Mean,68.0,145,73.0,Orthodox,9.0,1.0,1.0,
637,Grant,Dawson,KGD,70.0,145,--,Switch,11.0,1.0,0.0,
638,Jason,Day,Dooms,72.0,185,72.0,Orthodox,19.0,12.0,0.0,
639,Martin,Day,The Spartan,70.0,135,73.0,Orthodox,8.0,3.0,0.0,
640,Angel,De Anda,The Dream,69.0,225,--,Orthodox,18.0,6.0,0.0,
641,Philip,De Fries,,77.0,250,82.0,Orthodox,9.0,3.0,0.0,
642,Chris,de la Rocha,,75.0,250,80.0,Orthodox,5.0,3.0,0.0,
643,Montana,De La Rosa,,67.0,125,68.0,,9.0,4.0,0.0,
644,Mark,De La Rosa,Bumblebee,66.0,135,65.0,Orthodox,11.0,1.0,0.0,
645,Mike,de la Torre,El Cucuy,71.0,145,71.0,Orthodox,14.0,7.0,0.0,
646,Rodrigo,de Lima,Monstro,67.0,155,75.0,Orthodox,8.0,3.0,1.0,
647,Edilberto,de Oliveira,Crocota,72.0,170,--,Orthodox,20.0,8.0,2.0,
648,Johil,de Oliveira,,66.0,170,--,Orthodox,16.0,13.0,1.0,
649,Jorge,de Oliveira,Blade,68.0,155,71.0,Orthodox,7.0,2.0,0.0,
650,Talita,Bernardo,,64.0,135,68.0,Orthodox,6.0,3.0,0.0,
651,Maria,Oliveira,Spider-Girl,65.0,115,--,Orthodox,10.0,4.0,0.0,
652,Germaine,de Randamie,The Iron Lady,69.0,135,71.0,Orthodox,8.0,3.0,0.0,
653,Crezio,de Souza,,,170,--,Orthodox,1.0,2.0,0.0,
654,Tom,DeBlass,,72.0,185,75.0,Orthodox,7.0,2.0,0.0,
655,Issac,DeJesus,,,145,--,,9.0,3.0,1.0,
656,Shane,del Rosario,,76.0,250,79.0,Southpaw,11.0,2.0,0.0,
657,Humberto,DeLeon,,,135,--,,6.0,5.0,0.0,
658,Rolando,Delgado,Roli,75.0,155,77.0,Orthodox,11.0,5.0,1.0,
659,Israel,Delgado,,70.0,155,--,,0.0,2.0,0.0,
660,Roland,Delorme,,69.0,135,71.0,Orthodox,9.0,4.0,0.0,
661,Jon,Delos Reyes,The Heat,66.0,125,67.0,Orthodox,8.0,5.0,0.0,
662,Jason,DeLucia,,71.0,190,--,Southpaw,33.0,21.0,1.0,
663,Justin,DeMoney,,,170,--,,13.0,5.0,1.0,
664,Chris,Dempsey,,70.0,185,72.0,Orthodox,11.0,4.0,0.0,
665,Nick,Denis,The Ninja of Love,67.0,135,--,Orthodox,11.0,3.0,0.0,
666,Thomas,Denny,The Wildman,70.0,170,--,Orthodox,27.0,19.0,1.0,
667,Robert,Densley,The Wrecker,69.0,155,--,,9.0,10.0,0.0,
668,Jason,Dent,Dynamite,70.0,155,71.0,Orthodox,21.0,12.0,0.0,
669,Mackenzie,Dern,,64.0,115,63.0,Orthodox,7.0,0.0,0.0,
670,Booker,DeRousse,,74.0,205,--,,3.0,5.0,0.0,
