,fighter_1,fighter_2,end_round,end_time,winner,date,fight_url,f1_r1_kds,f1_r1_sigstrikes_l,f1_r1_sigstrikes_a,f1_r1_strikes_l,f1_r1_strikes_a,f1_r1_tds_l,f1_r1_tds_a,f1_r1_subs_a,f1_r1_passes,f1_r1_revs,f1_r1_ss_head_l,f1_r1_ss_head_a,f1_r1_ss_body_l,f1_r1_ss_body_a,f1_r1_ss_leg_l,f1_r1_ss_leg_a,f1_r1_ss_dist_l,f1_r1_ss_dist_a,f1_r1_ss_clinch_l,f1_r1_ss_clinch_a,f1_r1_ss_ground_l,f1_r1_ss_ground_a,f2_r1_kds,f2_r1_sigstrikes_l,f2_r1_sigstrikes_a,f2_r1_strikes_l,f2_r1_strikes_a,f2_r1_tds_l,f2_r1_tds_a,f2_r1_subs_a,f2_r1_passes,f2_r1_revs,f2_r1_ss_head_l,f2_r1_ss_head_a,f2_r1_ss_body_l,f2_r1_ss_body_a,f2_r1_ss_leg_l,f2_r1_ss_leg_a,f2_r1_ss_dist_l,f2_r1_ss_dist_a,f2_r1_ss_clinch_l,f2_r1_ss_clinch_a,f2_r1_ss_ground_l,f2_r1_ss_ground_a,f1_r2_kds,f1_r2_sigstrikes_l,f1_r2_sigstrikes_a,f1_r2_strikes_l,f1_r2_strikes_a,f1_r2_tds_l,f1_r2_tds_a,f1_r2_subs_a,f1_r2_passes,f1_r2_revs,f1_r2_ss_head_l,f1_r2_ss_head_a,f1_r2_ss_body_l,f1_r2_ss_body_a,f1_r2_ss_leg_l,f1_r2_ss_leg_a,f1_r2_ss_dist_l,f1_r2_ss_dist_a,f1_r2_ss_clinch_l,f1_r2_ss_clinch_a,f1_r2_ss_ground_l,f1_r2_ss_ground_a,f2_r2_kds,f2_r2_sigstrikes_l,f2_r2_sigstrikes_a,f2_r2_strikes_l,f2_r2_strikes_a,f2_r2_tds_l,f2_r2_tds_a,f2_r2_subs_a,f2_r2_passes,f2_r2_revs,f2_r2_ss_head_l,f2_r2_ss_head_a,f2_r2_ss_body_l,f2_r2_ss_body_a,f2_r2_ss_leg_l,f2_r2_ss_leg_a,f2_r2_ss_dist_l,f2_r2_ss_dist_a,f2_r2_ss_clinch_l,f2_r2_ss_clinch_a,f2_r2_ss_ground_l,f2_r2_ss_ground_a,f1_r3_kds,f1_r3_sigstrikes_l,f1_r3_sigstrikes_a,f1_r3_strikes_l,f1_r3_strikes_a,f1_r3_tds_l,f1_r3_tds_a,f1_r3_subs_a,f1_r3_passes,f1_r3_revs,f1_r3_ss_head_l,f1_r3_ss_head_a,f1_r3_ss_body_l,f1_r3_ss_body_a,f1_r3_ss_leg_l,f1_r3_ss_leg_a,f1_r3_ss_dist_l,f1_r3_ss_dist_a,f1_r3_ss_clinch_l,f1_r3_ss_clinch_a,f1_r3_ss_ground_l,f1_r3_ss_ground_a,f2_r3_kds,f2_r3_sigstrikes_l,f2_r3_sigstrikes_a,f2_r3_strikes_l,f2_r3_strikes_a,f2_r3_tds_l,f2_r3_tds_a,f2_r3_subs_a,f2_r3_passes,f2_r3_revs,f2_r3_ss_head_l,f2_r3_ss_head_a,f2_r3_ss_body_l,f2_r3_ss_body_a,f2_r3_ss_leg_l,f2_r3_ss_leg_a,f2_r3_ss_dist_l,f2_r3_ss_dist_a,f2_r3_ss_clinch_l,f2_r3_ss_clinch_a,f2_r3_ss_ground_l,f2_r3_ss_ground_a,f1_r4_kds,f1_r4_sigstrikes_l,f1_r4_sigstrikes_a,f1_r4_strikes_l,f1_r4_strikes_a,f1_r4_tds_l,f1_r4_tds_a,f1_r4_subs_a,f1_r4_passes,f1_r4_revs,f1_r4_ss_head_l,f1_r4_ss_head_a,f1_r4_ss_body_l,f1_r4_ss_body_a,f1_r4_ss_leg_l,f1_r4_ss_leg_a,f1_r4_ss_dist_l,f1_r4_ss_dist_a,f1_r4_ss_clinch_l,f1_r4_ss_clinch_a,f1_r4_ss_ground_l,f1_r4_ss_ground_a,f2_r4_kds,f2_r4_sigstrikes_l,f2_r4_sigstrikes_a,f2_r4_strikes_l,f2_r4_strikes_a,f2_r4_tds_l,f2_r4_tds_a,f2_r4_subs_a,f2_r4_passes,f2_r4_revs,f2_r4_ss_head_l,f2_r4_ss_head_a,f2_r4_ss_body_l,f2_r4_ss_body_a,f2_r4_ss_leg_l,f2_r4_ss_leg_a,f2_r4_ss_dist_l,f2_r4_ss_dist_a,f2_r4_ss_clinch_l,f2_r4_ss_clinch_a,f2_r4_ss_ground_l,f2_r4_ss_ground_a,f1_r5_kds,f1_r5_sigstrikes_l,f1_r5_sigstrikes_a,f1_r5_strikes_l,f1_r5_strikes_a,f1_r5_tds_l,f1_r5_tds_a,f1_r5_subs_a,f1_r5_passes,f1_r5_revs,f1_r5_ss_head_l,f1_r5_ss_head_a,f1_r5_ss_body_l,f1_r5_ss_body_a,f1_r5_ss_leg_l,f1_r5_ss_leg_a,f1_r5_ss_dist_l,f1_r5_ss_dist_a,f1_r5_ss_clinch_l,f1_r5_ss_clinch_a,f1_r5_ss_ground_l,f1_r5_ss_ground_a,f2_r5_kds,f2_r5_sigstrikes_l,f2_r5_sigstrikes_a,f2_r5_strikes_l,f2_r5_strikes_a,f2_r5_tds_l,f2_r5_tds_a,f2_r5_subs_a,f2_r5_passes,f2_r5_revs,f2_r5_ss_head_l,f2_r5_ss_head_a,f2_r5_ss_body_l,f2_r5_ss_body_a,f2_r5_ss_leg_l,f2_r5_ss_leg_a,f2_r5_ss_dist_l,f2_r5_ss_dist_a,f2_r5_ss_clinch_l,f2_r5_ss_clinch_a,f2_r5_ss_ground_l,f2_r5_ss_ground_a
2700,Gian Villante,Ovince Saint Preux,3,0:33,Gian Villante,2013-04-27,http://ufcstats.com/fight-details/523e8ca343a0becc,0,10,14,16,20,0,4,0,0,0,2,3,2,4,6,7,7,11,3,3,0,0,0,27,38,37,48,0,1,0,0,0,2,3,2,4,6,7,7,11,3,3,0,0,0,10,14,16,20,0,4,0,0,0,22,33,2,2,3,3,25,36,2,2,0,0,0,18,42,18,42,0,1,0,0,0,3,8,1,3,13,19,17,29,0,1,0,0,0,17,30,18,31,0,0,0,0,0,9,29,3,5,6,8,18,42,0,0,0,0,0,2,4,2,4,0,0,0,0,0,0,3,0,0,1,3,1,6,0,0,0,0,0,1,6,1,6,0,0,0,0,0,2,3,0,0,0,1,2,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,Sara McMann,"Sheila Gaff ""The German Tank""",1,4:06,Sara McMann,2013-04-27,http://ufcstats.com/fight-details/fb30b2752d3dc1eb,0,8,9,72,73,2,2,0,1,0,7,8,1,1,0,0,1,2,0,0,7,7,0,7,12,15,20,0,0,0,0,0,7,8,1,1,0,0,1,2,0,0,7,7,0,8,9,72,73,2,2,0,1,0,1,4,6,8,0,0,1,4,6,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,"Bryan Caraway ""Kid Lightning""","Johnny Bedford ""Brutal""",3,4:44,"Bryan Caraway ""Kid Lightning""",2013-04-27,http://ufcstats.com/fight-details/372a0456aa4ff6cf,0,16,43,42,70,2,3,0,2,0,14,41,2,2,0,0,16,43,0,0,0,0,0,23,62,23,62,0,0,0,0,0,14,41,2,2,0,0,16,43,0,0,0,0,0,16,43,42,70,2,3,0,2,0,15,52,7,9,1,1,21,60,2,2,0,0,0,15,41,22,48,0,1,0,0,0,12,34,2,3,0,1,12,36,1,1,1,1,0,14,38,46,77,1,2,0,2,0,7,33,6,6,2,2,12,38,3,3,0,0,0,12,28,14,30,0,0,0,0,1,12,24,1,3,0,0,13,27,0,0,0,0,0,13,27,37,55,0,2,1,2,0,8,23,3,4,1,1,12,28,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,"Leonard Garcia ""Bad Boy""",Cody McKenzie,3,5:00,"Leonard Garcia ""Bad Boy""",2013-04-27,http://ufcstats.com/fight-details/44ad16cd4e6c93d7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,36,39,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,6,0,5,8,25,28,2,6,0,1,0,1,12,2,2,0,1,1,13,0,0,2,2,0,3,15,11,23,0,0,0,0,0,4,7,1,1,0,0,1,4,1,1,3,3,0,19,40,23,44,1,5,0,2,0,9,58,2,2,1,2,10,60,2,2,0,0,0,12,62,12,62,0,0,0,0,0,17,35,1,4,1,1,15,34,3,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,"Steven Siler ""Super""",Kurt Holobaugh,3,5:00,"Steven Siler ""Super""",2013-04-27,http://ufcstats.com/fight-details/6d6a1834e0d18f0c,0,15,34,54,83,1,1,1,1,0,7,24,7,9,1,1,4,12,7,15,4,7,0,9,25,37,56,0,0,0,0,0,7,24,7,9,1,1,4,12,7,15,4,7,0,15,34,54,83,1,1,1,1,0,2,16,3,5,4,4,4,19,5,6,0,0,0,13,33,44,66,1,1,2,0,0,10,27,0,0,0,0,7,19,3,7,0,1,0,10,27,20,38,0,3,0,0,0,8,27,4,4,1,2,3,19,0,1,10,13,0,19,34,52,74,0,1,0,0,0,19,41,6,7,0,0,11,21,5,10,9,17,0,25,48,54,80,0,0,1,2,0,3,15,11,11,5,8,8,22,11,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,"Benson Henderson ""Smooth""","Gilbert Melendez ""El Nino""",5,5:00,"Benson Henderson ""Smooth""",2013-04-20,http://ufcstats.com/fight-details/6599a94704d56719,0,9,17,23,32,0,0,0,0,0,1,7,1,1,7,9,9,17,0,0,0,0,0,7,29,10,32,1,1,0,0,0,1,7,1,1,7,9,9,17,0,0,0,0,0,9,17,23,32,0,0,0,0,0,1,19,1,3,5,7,5,23,1,3,1,3,0,13,47,15,49,0,0,0,0,0,6,31,6,6,3,4,13,38,2,3,0,0,0,15,41,15,41,0,1,0,0,0,5,38,4,4,4,5,9,42,4,5,0,0,0,7,32,13,38,0,0,0,0,0,5,18,5,6,5,5,10,22,3,4,2,3,0,15,29,17,31,0,1,0,1,0,2,27,3,3,2,2,6,29,1,3,0,0,0,8,30,10,32,0,0,0,0,0,3,24,4,4,8,10,13,33,2,5,0,0,0,15,38,23,46,0,2,0,0,0,2,23,6,6,0,1,6,27,2,3,0,0,0,8,53,8,53,0,0,0,0,0,5,30,4,5,5,6,13,40,1,1,0,0
2706,Frank Mir,"Daniel Cormier ""DC""",3,5:00,Frank Mir,2013-04-20,http://ufcstats.com/fight-details/4dd561df1ca58ab8,0,7,22,20,35,0,0,0,0,0,2,15,4,6,1,1,3,15,3,6,1,1,0,24,39,35,50,0,0,0,0,0,2,15,4,6,1,1,3,15,3,6,1,1,0,7,22,20,35,0,0,0,0,0,9,22,11,13,4,4,5,16,19,23,0,0,0,17,27,26,36,0,0,0,0,0,2,15,2,2,2,2,3,15,3,4,0,0,0,6,19,15,28,0,0,0,0,0,8,16,5,7,4,4,2,8,15,19,0,0,0,18,30,41,53,0,1,0,0,0,1,8,8,9,2,2,7,14,4,5,0,0,0,11,19,18,26,0,0,0,0,0,10,19,7,10,1,1,3,8,15,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707,Nate Diaz,"Josh Thomson ""The Punk""",2,3:44,Nate Diaz,2013-04-20,http://ufcstats.com/fight-details/56ce29bdb1fe9abf,0,10,44,20,54,0,0,0,0,0,9,40,0,3,1,1,9,42,0,1,1,1,0,15,33,15,33,1,1,0,0,0,9,40,0,3,1,1,9,42,0,1,1,1,0,10,44,20,54,0,0,0,0,0,7,20,3,3,5,10,8,22,5,6,2,5,1,21,38,29,46,0,0,0,0,0,8,25,2,4,1,1,6,22,4,6,1,2,0,11,30,20,40,1,1,1,0,0,16,30,4,6,1,2,5,12,8,11,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,"Matt Brown ""The Immortal""","Jordan Mein ""Young Gun""",2,1:00,"Matt Brown ""The Immortal""",2013-04-20,http://ufcstats.com/fight-details/004885f7983f4658,0,22,61,22,61,0,1,1,0,0,14,49,8,11,0,1,13,47,9,14,0,0,1,24,57,25,58,0,0,0,1,0,14,49,8,11,0,1,13,47,9,14,0,0,0,22,61,22,61,0,1,1,0,0,18,48,5,8,1,1,17,41,1,4,6,12,0,0,1,0,1,0,0,0,0,0,13,18,5,5,0,0,4,7,3,3,11,13,0,18,23,19,24,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709,"Chad Mendes ""Money""","Darren Elkins ""The Damage""",1,1:08,"Chad Mendes ""Money""",2013-04-20,http://ufcstats.com/fight-details/d13ea6559225991f,1,7,14,7,14,0,0,0,0,0,5,12,0,0,2,2,5,11,0,0,2,3,0,2,29,2,29,0,0,0,0,0,5,12,0,0,2,2,5,11,0,0,2,3,1,7,14,7,14,0,0,0,0,0,1,28,1,1,0,0,2,29,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710,"Francis Carmont ""Limitless""","Lorenz Larkin ""The Monsoon""",3,5:00,"Francis Carmont ""Limitless""",2013-04-20,http://ufcstats.com/fight-details/3566c8e9d3a9caa8,0,1,24,1,25,0,4,0,0,0,1,19,0,5,0,0,1,24,0,0,0,0,0,10,28,11,30,0,0,0,0,0,1,19,0,5,0,0,1,24,0,0,0,0,0,1,24,1,25,0,4,0,0,0,4,14,0,4,6,10,6,20,4,8,0,0,0,19,39,21,41,0,0,0,0,0,5,26,0,4,3,5,8,35,0,0,0,0,0,8,35,8,35,1,4,0,0,0,6,21,1,3,12,15,14,32,5,7,0,0,0,3,15,4,17,0,0,0,1,1,2,13,1,3,0,0,2,13,1,3,0,0,0,3,16,4,18,1,3,0,2,0,1,11,0,1,2,3,2,13,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,Ramsey Nijem,"Myles Jury ""Fury""",2,1:02,Ramsey Nijem,2013-04-20,http://ufcstats.com/fight-details/704adfae22d0dfb8,0,5,11,9,15,1,1,0,2,1,2,7,2,3,1,1,4,9,0,0,1,2,0,3,8,12,21,2,2,0,1,1,2,7,2,3,1,1,4,9,0,0,1,2,0,5,11,9,15,1,1,0,2,1,1,6,1,1,1,1,2,6,0,0,1,2,1,2,16,2,16,0,0,0,0,0,1,15,0,2,0,0,1,17,0,0,0,0,0,1,17,1,17,0,0,0,0,0,2,11,0,2,0,3,1,15,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,Joseph Benavidez,"Darren Uyenoyama ""BC""",2,4:50,Joseph Benavidez,2013-04-20,http://ufcstats.com/fight-details/a6797238f9f98644,1,20,57,26,65,2,2,0,0,0,9,43,2,2,9,12,15,44,1,2,4,11,0,9,19,9,19,0,0,0,0,0,9,43,2,2,9,12,15,44,1,2,4,11,1,20,57,26,65,2,2,0,0,0,6,15,3,4,0,0,8,17,0,0,1,2,0,2,14,2,14,0,2,0,0,0,26,83,6,8,5,5,34,86,1,1,2,9,1,37,96,37,97,0,0,0,0,0,0,9,0,3,2,2,0,12,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,"Tim Means ""The Dirty Bird""","Jorge Masvidal ""Gamebred""",3,5:00,"Tim Means ""The Dirty Bird""",2013-04-20,http://ufcstats.com/fight-details/786033c27fdaa020,0,16,55,17,56,0,1,0,0,0,7,41,6,11,3,3,15,53,1,2,0,0,0,15,45,15,45,1,1,0,0,0,7,41,6,11,3,3,15,53,1,2,0,0,0,16,55,17,56,0,1,0,0,0,11,38,2,5,2,2,15,42,0,3,0,0,0,24,53,32,64,3,4,0,1,0,10,32,0,1,0,1,2,14,0,1,8,19,0,10,34,22,49,0,0,0,0,0,18,46,6,7,0,0,4,10,2,2,18,41,0,11,34,24,48,2,3,0,1,0,16,41,1,3,0,0,7,18,1,2,9,24,0,17,44,29,56,0,0,0,1,1,9,32,2,2,0,0,2,11,0,0,9,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,TJ Dillashaw,"Hugo Viana ""Wolverine""",1,4:22,TJ Dillashaw,2013-04-20,http://ufcstats.com/fight-details/b229ee2997b70d16,1,21,44,22,45,1,3,0,1,0,16,39,3,3,2,2,17,39,1,2,3,3,0,11,34,13,36,0,0,0,0,0,16,39,3,3,2,2,17,39,1,2,3,3,1,21,44,22,45,1,3,0,1,0,8,30,1,2,2,2,8,28,3,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,"Anthony Njokuani ""The Assassin""","Roger Bowling ""Relentless""",2,2:52,"Anthony Njokuani ""The Assassin""",2013-04-20,http://ufcstats.com/fight-details/56ad1de1924984ad,0,14,25,16,27,0,0,0,0,0,9,19,4,5,1,1,10,21,4,4,0,0,0,16,45,21,51,1,1,0,0,0,9,19,4,5,1,1,10,21,4,4,0,0,0,14,25,16,27,0,0,0,0,0,8,29,4,9,4,7,11,38,2,4,3,3,0,11,31,11,31,0,0,0,0,0,6,14,3,4,3,3,12,20,0,0,0,1,1,12,21,12,21,0,1,0,0,0,7,26,2,2,2,3,11,31,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,Clifford Starks,"Yoel Romero ""Soldier of God""",1,1:32,Clifford Starks,2013-04-20,http://ufcstats.com/fight-details/c8a48abe3263f796,0,3,18,3,18,0,0,0,0,0,1,14,1,3,1,1,3,18,0,0,0,0,1,12,12,12,12,0,1,0,0,0,1,14,1,3,1,1,3,18,0,0,0,0,0,3,18,3,18,0,0,0,0,0,6,6,1,1,5,5,8,8,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,"Urijah Faber ""The California Kid""","Scott Jorgensen ""Young Guns""",4,3:16,"Urijah Faber ""The California Kid""",2013-04-13,http://ufcstats.com/fight-details/b4d0659f60c8aa7c,0,11,16,18,27,1,2,2,3,0,8,13,3,3,0,0,8,12,2,3,1,1,0,5,7,5,8,1,3,0,0,0,8,13,3,3,0,0,8,12,2,3,1,1,0,11,16,18,27,1,2,2,3,0,2,4,1,1,2,2,5,7,0,0,0,0,0,20,48,21,50,0,2,0,0,0,14,40,11,13,3,3,27,54,1,1,0,1,0,28,56,42,70,1,1,0,0,0,12,38,3,5,5,5,20,47,0,1,0,0,0,31,66,32,67,0,0,0,0,0,16,35,13,14,1,1,30,50,0,0,0,0,0,30,50,34,61,1,1,0,0,0,19,53,3,4,9,9,24,58,7,8,0,0,0,17,47,18,48,0,1,0,0,0,19,35,5,6,0,0,22,39,2,2,0,0,0,24,41,25,42,1,2,1,1,0,12,41,1,2,4,4,16,46,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2718,"Uriah Hall ""Prime Time""",Kelvin Gastelum,3,5:00,"Uriah Hall ""Prime Time""",2013-04-13,http://ufcstats.com/fight-details/f286aad7b3558b21,0,12,25,19,32,0,1,0,0,0,5,15,5,8,2,2,9,22,3,3,0,0,0,17,34,39,64,1,2,0,3,0,5,15,5,8,2,2,9,22,3,3,0,0,0,12,25,19,32,0,1,0,0,0,4,20,6,6,7,8,10,25,5,7,2,2,0,8,18,24,36,1,2,0,1,0,7,10,7,8,2,2,11,15,4,4,1,1,0,16,20,27,32,2,2,0,1,1,1,11,6,6,1,1,4,13,4,5,0,0,0,6,22,18,41,1,2,0,1,0,11,26,1,2,4,4,8,23,1,1,7,8,0,16,32,35,57,0,0,0,0,2,2,18,2,2,2,2,4,13,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,"Miesha Tate ""Cupcake""","Cat Zingano ""Alpha""",3,2:55,"Miesha Tate ""Cupcake""",2013-04-13,http://ufcstats.com/fight-details/2594287e8fa31404,0,19,34,33,49,2,5,0,2,0,18,33,1,1,0,0,14,26,2,4,3,4,0,12,17,18,24,0,0,1,1,1,18,33,1,1,0,0,14,26,2,4,3,4,0,19,34,33,49,2,5,0,2,0,7,12,5,5,0,0,10,14,2,3,0,0,0,13,13,29,33,0,0,0,1,1,3,6,0,0,0,0,1,2,0,0,2,4,0,3,6,19,28,1,2,3,3,0,6,6,3,3,4,4,5,5,0,0,8,8,0,10,12,60,63,1,1,0,2,0,0,1,1,1,0,0,1,2,0,0,0,0,0,1,2,2,3,0,0,0,0,0,10,12,0,0,0,0,1,3,6,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,"Travis Browne ""Hapa""","Gabriel Gonzaga ""Napao""",1,1:11,"Travis Browne ""Hapa""",2013-04-13,http://ufcstats.com/fight-details/5ba1e6f5519074c9,1,9,10,11,12,0,0,0,0,0,7,8,1,1,1,1,0,1,9,9,0,0,0,1,1,3,3,0,2,0,0,0,7,8,1,1,1,1,0,1,9,9,0,0,1,9,10,11,12,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,"Bubba McDaniel ""The Menace""",Gilbert Smith,3,2:49,"Bubba McDaniel ""The Menace""",2013-04-13,http://ufcstats.com/fight-details/dc85144d1d945076,0,11,14,36,39,0,0,1,3,2,7,9,3,4,1,1,1,3,3,4,7,7,0,3,7,12,17,3,3,0,0,0,7,9,3,4,1,1,1,3,3,4,7,7,0,11,14,36,39,0,0,1,3,2,0,2,2,4,1,1,1,4,2,3,0,0,0,8,20,9,21,0,1,1,0,0,15,26,2,3,3,3,13,23,3,4,4,5,0,20,32,36,48,0,0,0,2,0,5,17,2,2,1,1,8,18,0,2,0,0,0,3,7,3,7,0,1,0,0,1,4,8,0,0,0,0,4,8,0,0,0,0,0,4,8,25,30,0,0,2,3,0,1,5,2,2,0,0,3,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,"Josh Samman ""Anqa""","Kevin Casey ""King""",2,2:17,"Josh Samman ""Anqa""",2013-04-13,http://ufcstats.com/fight-details/5067fe22dbc4baff,0,13,23,17,27,0,0,0,0,0,3,11,9,11,1,1,1,1,11,19,1,3,0,12,19,45,54,0,0,2,0,0,3,11,9,11,1,1,1,1,11,19,1,3,0,13,23,17,27,0,0,0,0,0,9,14,3,5,0,0,0,2,1,1,11,16,0,2,3,19,22,0,1,0,0,0,10,22,12,16,1,1,0,2,19,28,4,9,1,23,39,38,56,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,"Luke Barnatt ""The Bigslow""",Collin Hart,3,5:00,"Luke Barnatt ""The Bigslow""",2013-04-13,http://ufcstats.com/fight-details/8c8468ed2878dc0a,0,33,77,38,82,1,1,0,0,0,25,67,6,7,2,3,26,67,7,10,0,0,0,40,83,43,86,1,5,0,1,0,25,67,6,7,2,3,26,67,7,10,0,0,0,33,77,38,82,1,1,0,0,0,30,66,4,4,6,13,29,61,11,22,0,0,0,25,64,29,70,0,2,0,0,0,39,75,3,5,4,6,38,76,6,7,2,3,0,46,86,46,86,0,0,1,0,0,18,51,3,6,4,7,24,60,1,4,0,0,0,30,65,32,67,1,5,0,0,0,29,61,4,7,1,1,30,63,4,6,0,0,0,34,69,35,70,0,1,0,0,0,19,46,4,8,7,11,22,56,8,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,"Dylan Andrews ""The Villain""","Jimmy Quinlan ""Crash""",1,3:22,"Dylan Andrews ""The Villain""",2013-04-13,http://ufcstats.com/fight-details/adf590055f922f5b,1,20,24,33,40,0,0,0,0,0,20,24,0,0,0,0,4,5,4,4,12,15,0,7,10,7,10,1,4,0,1,0,20,24,0,0,0,0,4,5,4,4,12,15,1,20,24,33,40,0,0,0,0,0,5,8,2,2,0,0,7,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
